Дата;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Объем торгов, контр.
15.12.2009;137525;139100;136900;139100;464001
16.12.2009;139015;145725;138280;145695;609480
17.12.2009;145800;146950;139955;140690;923624
18.12.2009;140690;143695;140060;142080;598960
21.12.2009;142015;144255;140330;143230;545036
22.12.2009;143195;143590;141500;142535;478971
23.12.2009;142475;144500;141590;143820;374409
24.12.2009;143820;145975;143625;145330;270839
25.12.2009;145260;146235;144630;145365;154605
28.12.2009;145365;146845;145030;146305;125671
29.12.2009;146300;146475;144500;145115;100229
30.12.2009;145175;145220;143320;144100;65767
31.12.2009;144335;147300;143780;147015;14688
11.01.2010;147500;157975;147500;157090;166318
12.01.2010;157275;157455;153400;154450;442697
13.01.2010;154400;155800;151550;153780;525164
14.01.2010;153895;157150;153625;156290;547458
15.01.2010;156035;157620;155050;155500;596680
18.01.2010;155400;159430;154750;159345;494265
19.01.2010;159300;159975;155470;159300;712050
20.01.2010;159210;161115;156165;156295;850189
21.01.2010;156235;157775;153460;153700;957534
22.01.2010;153705;154000;148365;149935;1003671
25.01.2010;150000;151400;147470;149360;876679
26.01.2010;149475;150280;143850;145660;921996
27.01.2010;145500;147415;142930;145340;963294
28.01.2010;145365;149335;143900;146800;951345
29.01.2010;146765;148500;144525;148100;947071
01.02.2010;148020;148020;144955;147710;773844
02.02.2010;147575;150865;147005;150590;757508
03.02.2010;150585;153825;150260;150950;765300
04.02.2010;150950;152230;145300;145765;829647
05.02.2010;145700;145700;139215;141475;1295462
08.02.2010;141090;143000;137240;137600;1171856
09.02.2010;137875;141055;137605;139670;1056026
10.02.2010;139550;142870;137560;138410;1245211
11.02.2010;138530;141770;137750;138705;1160740
12.02.2010;138685;141800;135195;136200;1108132
15.02.2010;136355;137900;136050;137450;603706
16.02.2010;137415;142540;137200;142475;767913
17.02.2010;142465;144395;141775;142180;840317
18.02.2010;142080;142640;138590;140780;898051
19.02.2010;140835;142640;137845;142570;890951
24.02.2010;142610;144160;139055;140675;609082
25.02.2010;140795;142845;136460;137600;888717
26.02.2010;137525;140145;136795;140090;822106
27.02.2010;140000;140740;139300;140650;188589
01.03.2010;140655;143440;140200;142805;652883
02.03.2010;142830;144870;142055;144375;804285
03.03.2010;144395;146505;143145;146300;774836
04.03.2010;146390;148370;144955;146410;835749
05.03.2010;146475;150805;146215;150770;593005
09.03.2010;150790;151830;148640;150595;686039
10.03.2010;150670;152270;149935;150605;681213
11.03.2010;150700;151790;149355;150395;782962
12.03.2010;150685;153910;150155;153895;397414
15.03.2010;152720;152900;150000;150175;652416
16.03.2010;150105;153100;149540;152930;659933
17.03.2010;152880;156420;152405;155455;770759
18.03.2010;155445;156550;153935;154210;770758
19.03.2010;154220;155400;152525;152990;780316
22.03.2010;153055;153195;149875;151525;845777
23.03.2010;151575;153745;150680;151510;932511
24.03.2010;151555;152850;149405;150175;1013018
25.03.2010;150245;151570;149550;151550;766761
26.03.2010;151520;152720;149870;151580;865554
29.03.2010;151480;155075;150270;155020;688619
30.03.2010;155050;156700;154630;155490;750993
31.03.2010;155500;157865;154325;156495;818171
01.04.2010;156500;160400;155855;159885;698464
02.04.2010;159830;161275;159065;159825;461059
05.04.2010;159845;161505;159475;160960;390138
06.04.2010;160940;162495;160440;161200;711320
07.04.2010;161225;161920;158620;158705;751385
08.04.2010;158705;159695;156205;157580;853687
09.04.2010;157585;161170;157585;160300;714165
12.04.2010;160280;163500;158955;161770;783788
13.04.2010;161800;162430;159705;161120;732016
14.04.2010;161125;164550;160835;164195;817729
15.04.2010;164160;165695;163685;165020;775946
16.04.2010;165005;165265;161955;162040;765009
19.04.2010;162035;162035;155590;157330;1147118
20.04.2010;157205;159880;156535;159155;930097
21.04.2010;159165;160830;157570;157955;925151
22.04.2010;157755;158940;154375;155075;1162330
23.04.2010;155015;157875;154765;157865;1023395
26.04.2010;157800;160680;157170;159730;794854
27.04.2010;159830;160045;156350;157510;839104
28.04.2010;157445;157520;152575;153120;1442109
29.04.2010;153190;156065;151110;156000;1167003
30.04.2010;156000;156430;153205;153665;813457
04.05.2010;153750;155180;149100;149185;1224569
05.05.2010;149115;149580;142805;144825;1561282
06.05.2010;144940;145545;141220;141500;1454491
07.05.2010;141355;141355;131200;132315;1720244
11.05.2010;132535;140525;131655;140490;1193824
12.05.2010;140310;148255;139500;147440;1261581
13.05.2010;148000;150875;144140;146860;1345089
14.05.2010;146785;147400;141350;142280;1176602
17.05.2010;142090;142530;137140;141275;1167811
18.05.2010;141030;144750;137675;143335;1243896
19.05.2010;143260;143760;135040;137320;1416213
20.05.2010;137210;139245;128180;128220;1586572
21.05.2010;128395;131685;126110;129295;1692859
24.05.2010;129460;133250;128600;130855;1116496
25.05.2010;130840;131995;120820;121045;1181132
26.05.2010;121090;129690;120965;129575;1073557
27.05.2010;129530;136035;126525;135460;1320524
28.05.2010;135460;137785;133875;135940;1068477
31.05.2010;135800;137550;133015;136905;611320
01.06.2010;136810;137350;131105;136840;992375
02.06.2010;136850;139145;133280;138520;1228753
03.06.2010;138525;143950;138245;139185;1040083
04.06.2010;139295;142850;134125;135245;1264766
07.06.2010;135100;135100;128680;132735;1090330
08.06.2010;132525;135500;129870;130115;1187524
09.06.2010;130160;134165;130160;133175;1053695
10.06.2010;133280;136810;131040;136590;969857
11.06.2010;136545;137890;135270;137680;417922
15.06.2010;134575;139315;133290;139200;890985
16.06.2010;139300;141735;138275;140120;1016736
17.06.2010;140260;142800;137830;139145;1196625
18.06.2010;139230;140775;138000;140385;972953
21.06.2010;140495;146375;140055;146190;751946
22.06.2010;146140;146460;142045;143120;990806
23.06.2010;143030;144055;140405;140855;994235
24.06.2010;140925;142820;139350;140030;999952
25.06.2010;139950;140685;137605;137950;929851
28.06.2010;137765;140720;136505;140130;859835
29.06.2010;140225;140955;133635;134390;842459
30.06.2010;134430;135400;132055;133100;1027098
01.07.2010;133065;133480;127355;127695;1091094
02.07.2010;127555;131350;126920;131080;949299
05.07.2010;131050;131900;130150;130900;558496
06.07.2010;130945;135300;130300;135210;711452
07.07.2010;135135;135280;131570;134935;942963
08.07.2010;135060;137855;135060;135650;938357
09.07.2010;135600;137450;134175;136000;852887
12.07.2010;135770;139375;135215;138680;846801
13.07.2010;138595;142245;137640;141485;962657
14.07.2010;141490;143385;140285;140765;858305
15.07.2010;140855;143540;139585;139900;1047203
16.07.2010;139865;141470;137610;138355;1044278
19.07.2010;138485;140220;137100;139010;817580
20.07.2010;139000;140895;137415;138720;925755
21.07.2010;138530;142420;138530;141600;912755
22.07.2010;141310;145105;139655;144985;1020838
23.07.2010;145000;146040;143955;144650;851733
26.07.2010;144525;147500;144375;146900;846183
27.07.2010;146930;149655;146750;148105;807675
28.07.2010;148055;149300;146440;147355;903157
29.07.2010;147440;150695;146870;150000;790987
30.07.2010;150095;150450;145945;147730;985349
02.08.2010;147700;152385;146795;152100;718072
03.08.2010;152050;153285;150450;151330;859479
04.08.2010;151425;153470;149475;151380;974777
05.08.2010;151390;153050;150220;150975;874183
06.08.2010;150905;152335;149535;150100;806249
09.08.2010;150035;152725;149000;151100;726674
10.08.2010;151190;151635;147055;147995;830939
11.08.2010;147745;149495;144355;144590;1023828
12.08.2010;144530;145450;142165;143515;960378
13.08.2010;143500;145185;142300;143125;841510
16.08.2010;143100;144125;141305;143485;777012
17.08.2010;143155;146320;142825;145550;802518
18.08.2010;145660;146545;144330;145375;764771
19.08.2010;145305;146970;143725;143760;912032
20.08.2010;143860;144160;140805;142025;908628
23.08.2010;141900;142970;140350;141835;962021
24.08.2010;141820;141880;137500;138650;954751
25.08.2010;138550;139700;136740;137420;1048171
26.08.2010;137500;140920;137475;140830;867183
27.08.2010;140765;141825;139115;141375;961790
30.08.2010;141325;143500;141140;142095;695900
31.08.2010;142125;142500;139200;141650;837887
01.09.2010;141700;144955;140535;144855;1018581
02.09.2010;144900;146465;144610;145520;849223
03.09.2010;145550;148220;145150;147045;787498
06.09.2010;146925;148375;146705;147150;409323
07.09.2010;147210;147395;144365;145030;682819
08.09.2010;145110;147720;144170;147435;832808
09.09.2010;147400;150300;146540;149495;848333
10.09.2010;149490;149960;148165;149100;775725
13.09.2010;149265;152840;148665;151090;602507
14.09.2010;150950;151715;149240;150185;615840
15.09.2010;150230;150900;147985;148455;286337
16.09.2010;148145;149000;146300;146705;923152
17.09.2010;146555;148450;145955;146135;801616
20.09.2010;146080;147295;145550;147100;802263
21.09.2010;147150;148820;147100;147890;748616
22.09.2010;147830;148565;146210;147615;1049822
23.09.2010;147685;148690;146140;147240;991163
24.09.2010;147205;148750;146155;148715;819533
27.09.2010;148660;150225;148345;148570;751889
28.09.2010;148525;148765;146800;147815;833222
29.09.2010;147905;149645;147825;148750;842635
30.09.2010;148780;150900;148700;150715;858548
01.10.2010;150575;153855;149815;153145;923655
04.10.2010;153115;155015;152590;154015;832990
05.10.2010;154010;157000;153360;156975;943190
06.10.2010;156915;159135;156850;158095;906600
07.10.2010;158000;159850;157260;157645;988702
08.10.2010;157715;158015;155305;157105;1059425
11.10.2010;157195;158900;157195;158800;604652
12.10.2010;158735;158845;155850;157180;837968
13.10.2010;157295;159735;157190;159100;979725
14.10.2010;159115;160745;157900;158530;979477
15.10.2010;158635;159520;157065;157720;1027364
18.10.2010;157790;158585;156075;158400;791038
19.10.2010;158480;159980;156150;156500;1165817
20.10.2010;156515;156930;153495;155895;1218478
21.10.2010;155895;161115;155300;160990;1248643
22.10.2010;160960;162095;158475;160425;1125632
25.10.2010;160480;163450;160105;161905;895872
26.10.2010;161895;162425;160050;160855;951598
27.10.2010;160905;161875;157765;157955;1063380
28.10.2010;157785;159160;157335;158040;913991
29.10.2010;158000;159030;156955;158620;944218
01.11.2010;158750;161470;158460;160425;901851
02.11.2010;160480;161550;159550;161125;659457
03.11.2010;161150;162100;159905;160075;511619
08.11.2010;160255;166100;159920;163280;745573
09.11.2010;163105;166915;162870;166445;812861
10.11.2010;166525;166580;163755;164265;1050872
11.11.2010;164215;166195;163450;163550;980262
12.11.2010;163600;164370;160345;161005;1155479
13.11.2010;160900;161250;159635;160200;334255
15.11.2010;160200;161875;158955;160885;931109
16.11.2010;160830;161525;157170;157250;1119255
17.11.2010;157250;157395;154295;156470;1497182
18.11.2010;156300;160245;155055;159670;1134729
19.11.2010;159850;160725;158595;160200;1054930
22.11.2010;160150;162685;159565;159850;925610
23.11.2010;159840;160540;156550;157295;1407530
24.11.2010;157295;160500;155850;160250;1322045
25.11.2010;160400;162040;159875;161835;823905
26.11.2010;161860;162300;158150;160030;1063242
29.11.2010;159945;161500;157770;158210;1259193
30.11.2010;158205;160420;157905;159760;1409666
01.12.2010;159745;163975;159265;163700;1258217
02.12.2010;163690;168165;163535;167725;1302351
03.12.2010;167900;170375;167310;169850;1306456
06.12.2010;169865;172225;168735;171975;1058998
07.12.2010;171865;175045;171520;172730;1118936
08.12.2010;172895;173115;169915;170065;1169617
09.12.2010;170110;173480;170110;171695;993647
10.12.2010;171650;173060;170750;171885;936048
13.12.2010;171875;174770;171670;173770;744036
14.12.2010;173775;174490;172620;174250;643481
15.12.2010;174205;176685;173375;176345;301841
16.12.2010;175265;175500;173270;173530;812532
17.12.2010;173585;175495;173470;174030;632295
20.12.2010;174120;174590;172945;173195;561698
21.12.2010;173165;175290;172805;175230;541864
22.12.2010;175240;176940;175070;176285;486861
23.12.2010;176295;176760;176040;176510;248453
24.12.2010;176525;176885;176235;176575;116865
27.12.2010;176555;176715;175380;175580;163472
28.12.2010;175595;177385;175155;176555;183350
29.12.2010;176505;177235;176070;176570;123589
30.12.2010;176525;177500;176320;177280;107480
11.01.2011;177395;180325;176855;180145;275817
12.01.2011;180195;187750;179900;187595;636964
13.01.2011;187580;189235;186950;187215;807469
14.01.2011;187200;188600;185445;186870;906390
17.01.2011;186905;191145;186700;190295;855881
18.01.2011;190415;193100;188750;189870;1030449
19.01.2011;189740;192075;189520;189995;1066345
20.01.2011;190145;190245;185640;185935;1165830
21.01.2011;185935;188470;184925;187880;1100348
24.01.2011;187900;188385;182840;185030;1145695
25.01.2011;185090;186910;183755;185565;1223762
26.01.2011;185750;189585;184340;189500;1197236
27.01.2011;189150;191050;188140;190400;1405659
28.01.2011;190410;190495;187120;187160;1007029
31.01.2011;187120;187120;183405;185680;1344918
01.02.2011;185710;190600;185570;190345;991294
02.02.2011;190380;194050;190225;192835;1112329
03.02.2011;192580;194195;190200;190560;1155452
04.02.2011;190690;193180;190265;191810;1125300
07.02.2011;191725;192940;189450;192310;1112406
08.02.2011;192375;194000;188975;189565;1464343
09.02.2011;189445;190745;187125;188530;1394764
10.02.2011;188405;188500;183410;183585;1390541
11.02.2011;183450;187670;183045;187125;1354934
14.02.2011;187330;190040;186145;186825;1267207
15.02.2011;186975;188265;184500;184625;1419666
16.02.2011;184785;186850;183690;186570;1399013
17.02.2011;186605;188145;184400;184465;1216920
18.02.2011;184435;186050;183435;184680;1075361
21.02.2011;184630;188075;184000;187100;1064381
22.02.2011;187010;188000;182875;185160;1265555
24.02.2011;185030;188725;183000;187600;1535161
25.02.2011;187600;192890;186900;192840;1241872
28.02.2011;192840;197145;192070;196560;1133164
01.03.2011;196615;198450;194900;195775;1302997
02.03.2011;195790;198440;194255;198160;1389495
03.03.2011;198210;202395;197640;200750;1333283
04.03.2011;200700;202000;199140;199955;1091458
05.03.2011;200000;202345;199350;202295;299623
09.03.2011;202195;203145;199320;200380;867079
10.03.2011;200305;200700;193855;194175;1133014
11.03.2011;194160;194845;191005;191950;1415336
14.03.2011;192200;195855;190440;193500;1207190
15.03.2011;193575;194840;187150;190165;610970
16.03.2011;185790;188745;183700;184765;1805146
17.03.2011;184680;188335;181265;187500;1771138
18.03.2011;187440;190430;186875;188980;1319792
21.03.2011;189000;191590;188240;190545;1001603
22.03.2011;190560;191445;188615;190400;1071178
23.03.2011;190450;194705;188720;194455;1318304
24.03.2011;194420;198230;194215;198070;1342319
25.03.2011;198090;199740;197100;199270;1056205
28.03.2011;199255;200065;197475;199780;867134
29.03.2011;199750;200300;195255;196515;1105537
30.03.2011;196555;199820;196555;198795;971579
31.03.2011;198895;200140;198010;199240;876333
01.04.2011;199205;203960;198170;203660;1014778
04.04.2011;203775;205560;202520;204150;1020383
05.04.2011;203990;205230;202010;203990;1010034
06.04.2011;203900;207710;203755;206520;996905
07.04.2011;206520;206600;203545;203850;1100830
08.04.2011;204200;207845;203800;207550;1044688
11.04.2011;207445;209080;205380;206435;1065660
12.04.2011;206570;206765;200300;200915;1191848
13.04.2011;200900;202400;199340;201345;1260828
14.04.2011;201345;201380;195625;197400;1515069
15.04.2011;197345;199195;196625;197730;1197531
18.04.2011;197905;199470;188840;189405;1558105
19.04.2011;189005;194020;187740;193650;1513350
20.04.2011;193605;199800;192600;198290;1382972
21.04.2011;198490;202150;197825;199515;1228732
22.04.2011;199515;201800;199510;201215;512169
25.04.2011;201215;204985;197760;198750;1053040
26.04.2011;198700;201000;196880;199870;1525359
27.04.2011;199930;201925;196635;197500;1432205
28.04.2011;197455;202995;196900;199620;1462778
29.04.2011;199590;200595;197175;199205;1063544
03.05.2011;199430;201660;193460;193570;1313971
04.05.2011;193550;195380;189905;190555;1797333
05.05.2011;190710;192855;186155;187145;1775575
06.05.2011;187125;190715;183170;190405;1986850
10.05.2011;190400;192095;188400;190625;1455030
11.05.2011;190810;193980;188005;188400;1491401
12.05.2011;188500;189150;181760;184300;1882258
13.05.2011;184380;187395;183750;184695;1566119
16.05.2011;184645;184645;180190;183390;1716843
17.05.2011;183445;184365;180095;181420;1652252
18.05.2011;181350;185240;180200;184455;1491022
19.05.2011;184455;186840;183360;184915;1481795
20.05.2011;184860;186500;179855;180080;1425967
23.05.2011;180085;181575;173950;175010;1550026
24.05.2011;174720;179120;173680;178145;1320729
25.05.2011;178005;179995;175155;179695;1569873
26.05.2011;179505;182115;178955;179735;1592464
27.05.2011;179500;186000;178700;185265;1419226
30.05.2011;185320;186840;184960;185990;681300
31.05.2011;185935;189835;185935;188090;1061599
01.06.2011;188025;190385;186520;187005;1636487
02.06.2011;187010;187480;183285;187215;1622637
03.06.2011;187110;188965;182960;184605;1920112
06.06.2011;184405;186825;182545;185555;1535355
07.06.2011;185695;190445;183905;190400;1485349
08.06.2011;190420;191685;187275;190990;1641951
09.06.2011;190970;194700;189900;194330;1798041
10.06.2011;194300;195240;191530;192030;1421204
14.06.2011;191820;194220;191145;192890;1132405
15.06.2011;192755;194775;192140;194705;535367
16.06.2011;188745;189100;184010;187045;1722501
17.06.2011;187005;187600;182505;184830;1610155
20.06.2011;184710;184950;181900;182900;1332788
21.06.2011;182875;185600;182300;184510;1082742
22.06.2011;184500;186025;182755;185710;1198839
23.06.2011;185755;186245;177840;178855;1671898
24.06.2011;178900;184265;178300;182275;1626657
27.06.2011;182065;182465;179335;181625;1416484
28.06.2011;181505;185740;181160;185670;1410816
29.06.2011;185525;188525;185340;187640;1200145
30.06.2011;187750;189430;187460;187865;1009641
01.07.2011;188500;193145;187205;192905;1252278
04.07.2011;192580;193820;192245;193160;617979
05.07.2011;193190;194805;192080;193850;996543
06.07.2011;193755;194800;191590;192630;1179115
07.07.2011;192820;197400;192520;197180;1099910
08.07.2011;197255;198195;194025;194780;1136331
11.07.2011;194630;195200;190055;190295;1225539
12.07.2011;190250;190785;187190;190520;1663806
13.07.2011;190420;193530;189045;193345;1538083
14.07.2011;193335;194435;190710;192860;1559406
15.07.2011;192800;193600;190130;192700;1329882
18.07.2011;192815;193975;188715;188990;1253433
19.07.2011;188905;192435;188230;192100;1202376
20.07.2011;192140;194280;191675;192525;1083563
21.07.2011;192410;196685;190210;196550;1552347
22.07.2011;196500;198320;196125;196730;1265475
25.07.2011;196740;197395;194470;197220;991919
26.07.2011;197105;199740;196805;198570;1240487
27.07.2011;198500;199875;196630;197040;1239743
28.07.2011;197175;198105;195640;197595;1341075
29.07.2011;197680;198320;193400;195575;1315980
01.08.2011;195705;200890;195705;197735;1293489
02.08.2011;197580;197915;193735;195690;1548438
03.08.2011;195640;195640;187430;188105;1800785
04.08.2011;188210;190155;182750;183460;2211543
05.08.2011;183250;183400;175950;177850;2584463
08.08.2011;177855;179335;164980;164980;3017734
09.08.2011;164600;165950;150000;160210;2920909
10.08.2011;160800;165500;150450;152505;2629153
11.08.2011;152200;159470;143230;153965;2863309
12.08.2011;154095;161580;151750;158410;2485584
15.08.2011;158410;165695;157715;165050;1455873
16.08.2011;164790;165210;158585;162385;1549963
17.08.2011;162605;167150;159210;166040;1791085
18.08.2011;165900;165900;152865;155730;2262686
19.08.2011;155750;157115;148850;155675;2413708
22.08.2011;155200;157910;150625;155950;1753879
23.08.2011;155800;160175;153380;156200;1933921
24.08.2011;156100;160445;154850;159195;1879008
25.08.2011;159090;162100;156010;156140;1936195
26.08.2011;156295;158700;154500;158510;2132635
29.08.2011;158570;165800;158570;165695;1296690
30.08.2011;165670;166820;163225;165075;1405964
31.08.2011;165120;169970;165100;168890;1439342
01.09.2011;168820;169415;164305;169205;1695504
02.09.2011;169185;169360;163140;163835;1414665
05.09.2011;163935;164705;158170;159015;1335118
06.09.2011;159125;161685;157080;159515;1718575
07.09.2011;159700;166560;159550;165910;1486145
08.09.2011;165995;167500;163850;166835;1493692
09.09.2011;166850;167225;159550;160140;1725046
12.09.2011;160100;160390;153545;156885;1901625
13.09.2011;156680;160005;154100;157515;2024994
14.09.2011;157200;159580;155180;157175;1372243
15.09.2011;157600;161970;157200;161190;807606
16.09.2011;157290;158630;153155;153890;1541108
19.09.2011;153890;155980;148095;148195;1651091
20.09.2011;148195;152375;147865;152125;1443833
21.09.2011;152290;152545;149255;149515;1245216
22.09.2011;149355;151490;134540;135075;2099868
23.09.2011;134540;134855;124400;129215;2840053
26.09.2011;129500;133415;122280;129540;2117616
27.09.2011;129730;137790;127555;136400;1746196
28.09.2011;136495;139340;133925;135885;1772394
29.09.2011;136300;139975;131910;138405;1654891
30.09.2011;138485;138925;129825;131810;1943080
03.10.2011;131765;132600;125270;128600;1807687
04.10.2011;128465;129660;117305;120435;2312212
05.10.2011;120455;124895;118665;121185;2370149
06.10.2011;121315;127900;120655;127330;1879484
07.10.2011;127250;133520;126885;131630;1690252
10.10.2011;131470;137115;128615;136845;1548340
11.10.2011;136895;137500;132335;135195;1651589
12.10.2011;135015;140590;134610;140105;1914073
13.10.2011;139950;141690;136760;137870;1895153
14.10.2011;137610;144500;137225;143575;1790463
17.10.2011;143500;146130;139700;139910;1781658
18.10.2011;140095;142165;136555;140730;2102186
19.10.2011;140850;143995;138855;141490;1935838
20.10.2011;141685;142200;136155;139680;2033644
21.10.2011;139490;144650;137250;144050;1523434
24.10.2011;144040;150545;143550;150415;1481750
25.10.2011;150260;152570;146475;148440;1782267
26.10.2011;148365;154800;147060;152095;1933819
27.10.2011;152000;160930;150625;158480;1914063
28.10.2011;158495;163095;157655;160770;2011771
31.10.2011;160920;161615;154375;155425;1473287
01.11.2011;155535;155800;145030;147900;1970158
02.11.2011;147805;152775;145900;152000;2047342
03.11.2011;152050;154345;144715;153335;2351425
07.11.2011;153155;156100;150400;155965;1623431
08.11.2011;156085;158705;154350;157995;1658415
09.11.2011;158100;159950;148890;149950;2274096
10.11.2011;149700;154425;145740;152915;2278971
11.11.2011;152700;154355;149500;152160;1973248
14.11.2011;152235;156270;151115;152060;1625105
15.11.2011;151920;154400;147735;151965;2089856
16.11.2011;152100;153440;148450;151190;2209998
17.11.2011;151155;153420;146650;150755;2333649
18.11.2011;150885;151510;145945;149070;1984521
21.11.2011;149170;149395;140015;140530;1978041
22.11.2011;140420;144285;137935;141460;1987112
23.11.2011;141210;143275;138020;140850;2217585
24.11.2011;140845;141850;138935;139130;1450585
25.11.2011;139200;140685;135110;140660;1665801
28.11.2011;140485;148130;138890;147905;1567247
29.11.2011;147950;149730;145300;146345;1611835
30.11.2011;146400;154465;144775;154465;2216630
01.12.2011;154680;156905;153700;154600;1632522
02.12.2011;154635;157385;153350;154280;1794721
05.12.2011;154300;156335;152920;155840;1352240
06.12.2011;155845;157145;146910;147565;2066835
07.12.2011;147700;149595;145075;146505;2106767
08.12.2011;146650;150550;146115;146670;1809805
09.12.2011;146650;146650;138875;140575;2138472
12.12.2011;140600;144200;134910;135360;1882399
13.12.2011;135125;138700;132065;138030;2355344
14.12.2011;138300;140245;135260;136770;2107246
15.12.2011;136675;137600;133815;135510;957794
16.12.2011;137110;138940;134255;134830;1336830
19.12.2011;134940;136440;132100;134695;1277493
20.12.2011;134625;137880;132715;137780;1093298
21.12.2011;137645;140250;135255;136115;1371450
22.12.2011;136000;138530;135600;137855;1079440
23.12.2011;137945;139420;136950;137280;806865
26.12.2011;137295;139895;137220;139820;355197
27.12.2011;139730;139895;137500;138270;419403
28.12.2011;138425;138950;135880;136225;505958
29.12.2011;136190;136500;131550;134410;679025
30.12.2011;134305;137790;134215;136700;482240
03.01.2012;137350;143150;136530;142770;452560
04.01.2012;142910;144085;141405;142780;504510
05.01.2012;142960;144295;139915;140340;686305
06.01.2012;140490;142900;139245;141395;670395
09.01.2012;141230;142685;139970;141900;623373
10.01.2012;141980;146955;140660;146450;809694
11.01.2012;146475;146700;143600;144455;1127719
12.01.2012;144370;147360;143900;144980;1114970
13.01.2012;145125;146250;143250;143490;1284399
16.01.2012;143360;144955;141315;144840;1006339
17.01.2012;144870;149060;144605;146980;1130351
18.01.2012;146815;148745;146000;148500;1185668
19.01.2012;148500;150590;148000;149880;1094844
20.01.2012;149950;150975;148255;148750;1072383
23.01.2012;148780;152475;147900;152375;1135577
24.01.2012;152490;152785;150220;151380;1158019
25.01.2012;151395;154710;151310;153430;1043874
26.01.2012;153310;157850;153130;157345;1245817
27.01.2012;157480;157950;155285;156570;1166707
30.01.2012;156680;158140;153775;154295;1237450
31.01.2012;154215;158360;154110;157610;1178321
01.02.2012;157510;160455;155180;160170;1397310
02.02.2012;160245;161330;158560;160155;1329618
03.02.2012;160170;163185;159335;163095;1188243
06.02.2012;163185;164560;161585;162725;1089903
07.02.2012;162760;164885;162185;163545;1169231
08.02.2012;163295;166585;162825;164200;1132141
09.02.2012;164400;166060;161930;163295;1452426
10.02.2012;163400;163870;159500;159685;1245460
13.02.2012;159680;164920;159160;164215;1070644
14.02.2012;164280;165865;162835;164290;1190399
15.02.2012;164020;168335;162170;165945;1246800
16.02.2012;166050;166585;162040;163840;1189184
17.02.2012;163785;166850;163615;165150;1154000
20.02.2012;165070;168030;164525;167360;740858
21.02.2012;167285;167790;164200;164970;1170124
22.02.2012;164755;166930;162740;163685;1370119
24.02.2012;163610;172815;162560;172585;1614336
27.02.2012;172600;174685;171510;173395;1376609
28.02.2012;173450;175195;170350;170560;1362816
29.02.2012;170610;174470;170610;173550;1305045
01.03.2012;173690;174140;169845;172300;1407257
02.03.2012;172500;174150;170880;173470;1278402
05.03.2012;173215;176070;173215;175260;1398358
06.03.2012;175430;175685;166320;166410;1699422
07.03.2012;166305;167935;164020;166950;1354413
11.03.2012;167030;172855;166685;172340;411697
12.03.2012;172355;173775;169870;171350;1335925
13.03.2012;171480;173630;170880;173000;1148637
14.03.2012;172950;175800;172835;175105;1311303
15.03.2012;175100;175825;172635;175335;596134
16.03.2012;170850;171010;168765;169635;1058094
19.03.2012;169490;171500;165850;167000;1516614
20.03.2012;167175;168470;163265;163750;1610393
21.03.2012;163875;166100;162355;163830;1596356
22.03.2012;163790;164875;159330;160005;1693133
23.03.2012;159975;162000;159050;161755;1617384
26.03.2012;161920;167205;161725;166690;1481665
27.03.2012;166600;168120;164535;165175;1368711
28.03.2012;165100;165470;159130;159200;1772879
29.03.2012;159145;160500;155000;155795;1920391
30.03.2012;155620;160685;155620;158470;1693063
02.04.2012;158550;161550;157390;159615;1706559
03.04.2012;159785;164680;159785;163765;1685830
04.04.2012;163685;163890;157075;157825;1978967
05.04.2012;157650;159770;155485;159485;1691008
06.04.2012;159600;160430;155605;155825;901761
09.04.2012;155805;157305;153245;157185;1263173
10.04.2012;157285;158070;155005;155495;1729981
11.04.2012;155185;158000;152535;156495;1977553
12.04.2012;156240;157530;154565;157155;1838708
13.04.2012;157070;159005;156200;156815;1552351
16.04.2012;156725;157960;153375;153850;1587766
17.04.2012;153900;154880;152560;154070;1635380
18.04.2012;154045;155800;153015;153820;1373860
19.04.2012;153800;157835;153175;156890;1791560
20.04.2012;156805;158355;154785;157900;1530339
23.04.2012;157835;157980;151705;152240;1456902
24.04.2012;152270;154495;151500;152930;1515390
25.04.2012;152910;154875;152530;153380;1110970
26.04.2012;153365;154630;151195;152455;1396653
27.04.2012;152300;155295;150870;155000;1495992
28.04.2012;155085;155495;154515;154815;213304
02.05.2012;154750;157030;151620;151685;909788
03.05.2012;151895;152650;150660;151325;1210019
04.05.2012;151400;151685;143655;143975;1776886
05.05.2012;144170;144760;142905;143620;375148
07.05.2012;143680;143825;139260;142860;860426
08.05.2012;142900;143980;140670;141385;1084297
10.05.2012;141315;145945;140755;144980;1678663
11.05.2012;144850;144920;141570;143975;1487397
12.05.2012;143965;144490;142500;144095;326810
14.05.2012;144100;144350;137665;138000;1444646
15.05.2012;137975;139725;136200;139000;1998820
16.05.2012;138855;139105;133715;136260;2020676
17.05.2012;136100;137200;129400;130765;2404994
18.05.2012;130705;130910;124945;128275;2415520
21.05.2012;128345;131750;126565;131650;1776426
22.05.2012;131655;132980;130140;131765;1466525
23.05.2012;131810;131945;124775;125200;1892763
24.05.2012;125100;128425;123185;127820;2099936
25.05.2012;127805;129250;125805;126865;1605911
28.05.2012;126815;129930;126055;127100;983923
29.05.2012;127200;131150;127045;130435;1401750
30.05.2012;130405;130595;125750;126875;1853258
31.05.2012;126800;127950;122590;123055;1611400
01.06.2012;123010;125000;118590;122265;1929006
