Дата;Цена первой сделки;Максим. цена;Миним. цена;Цена последней сделки;Объем торгов, контр.
19.03.2019;121500;122390;121420;121830;284124;
20.03.2019;121880;122870;121580;122670;392510;
21.03.2019;122670;124340;122080;124000;229452;
22.03.2019;121850;122320;118960;119190;456636;
25.03.2019;119130;121220;118630;121050;461522;
26.03.2019;121070;121700;120380;121230;348277;
27.03.2019;121150;121180;118900;118970;386321;
28.03.2019;118930;119530;118510;118840;344536;
29.03.2019;118880;120360;117390;117800;442078;
01.04.2019;117720;119990;117510;119970;353829;
02.04.2019;119890;120330;119200;119990;291219;
03.04.2019;119980;121450;119920;120620;380345;
04.04.2019;120720;120800;119380;120090;330919;
05.04.2019;120190;121000;119860;120780;269557;
08.04.2019;120700;121970;120600;121840;224965;
09.04.2019;121900;123310;121790;122660;299549;
10.04.2019;122640;124450;122400;124340;298621;
11.04.2019;124360;124740;122700;122830;393190;
12.04.2019;122730;124300;122310;123210;370615;
15.04.2019;123280;124100;122130;122460;301786;
16.04.2019;122440;123900;122320;123600;324642;
17.04.2019;123650;125030;123580;124430;325172;
18.04.2019;124400;124820;123330;124030;321528;
19.04.2019;124130;124590;123880;124140;120841;
22.04.2019;124140;125780;123960;125650;194387;
23.04.2019;125660;126490;125040;125420;268979;
24.04.2019;125540;126060;123650;123920;317707;
25.04.2019;123880;123890;122330;122400;389807;
26.04.2019;122430;122810;121840;122440;366286;
29.04.2019;122350;123350;122040;123230;285710;
30.04.2019;123240;123530;122110;122430;262795;
02.05.2019;122380;122950;121240;121480;261249;
03.05.2019;121470;123120;121360;123070;269356;
06.05.2019;123080;123570;120730;122110;314678;
07.05.2019;122090;122680;121220;121400;313527;
08.05.2019;121320;121900;120600;121630;386392;
10.05.2019;121590;121640;118710;119280;339248;
13.05.2019;119330;120080;118400;118930;428844;
14.05.2019;118930;122330;118450;122310;480991;
15.05.2019;122260;122980;121580;122620;433270;
16.05.2019;122750;124340;122220;124000;361409;
17.05.2019;123960;124010;122800;123110;315091;
20.05.2019;123070;124030;122760;123430;287500;
21.05.2019;123440;125900;123070;125780;347834;
22.05.2019;125710;127470;125170;127280;333080;
23.05.2019;127200;127280;124660;125290;388186;
24.05.2019;125250;126890;124550;125720;314785;
27.05.2019;125770;126600;125560;126490;184966;
28.05.2019;126530;127000;124220;125010;351119;
29.05.2019;125010;125670;124010;125420;400594;
30.05.2019;125250;126980;125250;126360;364796;
31.05.2019;126300;126900;124770;126720;395924;
03.06.2019;126600;130230;125100;129590;655778;
04.06.2019;129440;130170;127850;128620;536086;
05.06.2019;128550;129360;127810;128320;336480;
06.06.2019;128280;130090;127980;129850;351774;
07.06.2019;129690;131180;129560;130640;288512;
10.06.2019;130550;131790;130290;131200;253923;
11.06.2019;131340;134100;130910;133330;342469;
13.06.2019;133420;133990;132340;133880;287021;
14.06.2019;133850;135090;133450;133610;317674;
17.06.2019;133550;134720;132920;133840;332757;
18.06.2019;133790;135730;133040;135440;380592;
19.06.2019;135240;136400;135050;135580;317957;
20.06.2019;135590;139160;135260;138850;184792;
21.06.2019;136090;136370;133800;134450;391610;
24.06.2019;134480;136350;134350;135690;231018;
25.06.2019;135810;136560;134460;135370;268041;
26.06.2019;135430;136390;134470;136070;299755;
27.06.2019;136200;137080;135270;136130;321971;
28.06.2019;136150;136780;135160;135280;305193;
01.07.2019;135230;138360;134600;137710;377511;
02.07.2019;137550;137910;136370;136610;270235;
03.07.2019;136690;137730;136130;137170;276393;
04.07.2019;137120;138580;137120;138470;207638;
05.07.2019;138430;138850;137210;137260;262471;
08.07.2019;137210;138310;136600;138220;248864;
09.07.2019;138300;138340;137310;137510;176023;
10.07.2019;137610;139270;136830;138820;343252;
11.07.2019;138760;139540;137240;137750;325759;
12.07.2019;137810;138040;136140;137100;300191;
15.07.2019;137160;137980;136910;137130;243437;
16.07.2019;137000;137090;135560;136460;305327;
17.07.2019;136340;136970;135360;136110;329419;
18.07.2019;136220;136650;135120;135340;365026;
19.07.2019;135340;137000;135310;135450;290130;
22.07.2019;135430;135740;134510;134760;308945;
23.07.2019;134730;135480;134150;134660;269139;
24.07.2019;134600;135400;133960;134110;266260;
25.07.2019;134060;136600;132970;134870;449913;
26.07.2019;134810;136340;134520;135600;356772;
29.07.2019;135550;136000;134880;135660;194436;
30.07.2019;135690;136200;135060;135440;213620;
31.07.2019;135490;136740;135330;136240;225343;
01.08.2019;136200;136960;133530;134670;454107;
02.08.2019;134470;134730;129140;129410;634259;
05.08.2019;129500;129960;128130;128910;428023;
06.08.2019;128850;130290;127430;129750;370978;
07.08.2019;129820;130730;128090;128690;479012;
08.08.2019;128600;131120;128500;130850;319835;
09.08.2019;130800;131000;128960;129040;328052;
12.08.2019;129010;130470;128810;129230;288159;
13.08.2019;129250;130940;127900;130150;498833;
14.08.2019;130180;130760;125560;126400;529001;
15.08.2019;126400;127100;124230;125220;666137;
16.08.2019;125380;126290;124230;124390;351999;
19.08.2019;124450;125670;123440;125170;395505;
20.08.2019;125120;126660;124650;126620;347350;
21.08.2019;126570;128260;126290;128170;301046;
22.08.2019;128220;128830;127590;128430;339846;
23.08.2019;128440;128900;126670;126790;474365;
26.08.2019;126750;127850;125150;127150;408820;
27.08.2019;127150;127200;124870;125520;391316;
28.08.2019;125420;126850;124940;126800;407096;
29.08.2019;126740;128360;126270;128340;332447;
30.08.2019;128400;129690;128200;129140;347059;
02.09.2019;129160;130950;128830;130800;266559;
03.09.2019;130700;130800;129630;130720;343434;
04.09.2019;130680;133440;130490;133360;353496;
05.09.2019;133320;134490;133180;133700;342000;
06.09.2019;133770;134370;132750;134200;355866;
09.09.2019;134110;135880;133610;133920;272065;
10.09.2019;133860;134490;132910;134100;318306;
11.09.2019;134150;135930;133760;134820;381066;
12.09.2019;134830;136550;134380;135930;472661;
13.09.2019;135950;136980;135710;136510;258936;
16.09.2019;136580;143460;136170;139280;335820;
17.09.2019;139220;140450;137200;137520;416789;
18.09.2019;137660;138300;137310;137900;310969;
19.09.2019;137930;138610;136720;138370;190358;
20.09.2019;136810;136830;135560;135840;246256;
23.09.2019;135870;136490;135010;136370;304413;
24.09.2019;136390;136940;134230;134230;290816;
25.09.2019;134380;134420;132870;133970;346226;
26.09.2019;134070;135310;133710;134790;295839;
27.09.2019;134800;135170;133520;133540;274522;
30.09.2019;133700;133810;132310;132660;356844;
01.10.2019;132690;133920;132010;132040;288581;
02.10.2019;132120;132190;130260;130350;409740;
03.10.2019;130370;131110;129170;130000;451185;
04.10.2019;129970;131480;129970;130700;348100;
07.10.2019;130710;131740;129830;131680;294790;
08.10.2019;131680;131890;129650;129950;367633;
09.10.2019;130030;131850;129860;131390;305684;
10.10.2019;131390;132780;130560;132570;320777;
11.10.2019;132660;134170;132280;133000;333447;
14.10.2019;132950;133430;131730;131770;301186;
15.10.2019;131840;133200;131520;132830;290236;
16.10.2019;132880;134420;132760;134180;294403;
17.10.2019;134280;135330;134110;134660;270061;
18.10.2019;134620;135580;134110;134890;242500;
21.10.2019;134800;136470;134460;135780;240347;
22.10.2019;135800;138160;135700;138070;262867;
23.10.2019;138010;138500;137250;138400;268173;
24.10.2019;138330;140530;138320;140350;364052;
25.10.2019;140450;142100;139720;142050;361843;
28.10.2019;141940;142860;140320;140660;364363;
29.10.2019;140670;141630;140040;141450;317313;
30.10.2019;141490;143180;141050;142220;324140;
31.10.2019;142250;144560;141060;141600;515561;
01.11.2019;141580;145150;141030;145080;405102;
05.11.2019;145140;147060;144710;144950;336456;
06.11.2019;145020;146540;144800;146380;349123;
07.11.2019;146140;148220;141450;148120;429590;
08.11.2019;148120;148180;145150;146470;413465;
11.11.2019;146510;146680;145050;145490;275010;
12.11.2019;145570;146760;144270;144380;356456;
13.11.2019;144440;144440;142630;143260;404022;
14.11.2019;143370;144500;142100;143220;431760;
15.11.2019;143100;144850;142430;144780;366636;
18.11.2019;144830;145820;143110;143820;343205;
19.11.2019;143910;145210;143750;144510;361086;
20.11.2019;144290;145320;142710;144270;453658;
21.11.2019;144390;145130;143500;145050;385772;
22.11.2019;145100;146490;144560;144710;365661;
25.11.2019;144690;145880;144140;145120;272882;
26.11.2019;145100;145450;143300;143530;323968;
27.11.2019;143500;144640;143100;143270;292790;
28.11.2019;143290;143940;142490;143380;253609;
29.11.2019;143400;143590;142120;143060;284057;
02.12.2019;143050;144440;142550;142800;322707;
03.12.2019;142790;143120;140850;140960;416352;
04.12.2019;140870;142770;140450;142660;364193;
05.12.2019;142710;142980;141440;142400;341146;
06.12.2019;142480;144370;142460;144240;322569;
09.12.2019;144200;145340;143960;144920;298511;
10.12.2019;144920;145380;143860;144840;337013;
11.12.2019;144900;146060;144350;145720;280896;
12.12.2019;145770;149760;145600;149490;473731;
13.12.2019;149500;150750;148770;149260;455941;
16.12.2019;149210;151560;149160;151410;233664;
17.12.2019;151390;151640;150560;150940;341711;
18.12.2019;151000;151940;150510;151500;320769;
19.12.2019;151470;152760;151040;152240;135412;
20.12.2019;151550;152850;151500;152350;246662;
23.12.2019;152420;153160;151800;152870;253117;
24.12.2019;152870;153890;152750;153690;202241;
25.12.2019;153700;154670;153610;154110;123207;
26.12.2019;154030;154630;153230;153280;179364;
27.12.2019;153410;155470;153200;155090;204367;
30.12.2019;155040;156030;154660;154980;170314;
03.01.2020;154900;156840;154570;155900;237317;
06.01.2020;155970;156750;154840;156600;192582;
08.01.2020;156700;159090;156400;158730;272410;
09.01.2020;158750;161140;158300;160460;358150;
10.01.2020;160400;161740;159550;161500;310392;
13.01.2020;161490;162200;160980;161890;305438;
14.01.2020;161950;162980;160510;160760;402059;
15.01.2020;160700;162070;159010;161030;581952;
16.01.2020;160910;162300;160690;161550;376260;
17.01.2020;161640;164690;161500;163900;391816;
20.01.2020;163940;165450;163460;164870;297292;
21.01.2020;164920;165240;162400;163570;417683;
22.01.2020;163690;164680;161620;161770;446138;
23.01.2020;161650;162130;159610;159890;490085;
24.01.2020;159950;161830;159220;160130;452508;
27.01.2020;160060;160460;154470;154660;653503;
28.01.2020;154640;157750;153310;157580;726367;
29.01.2020;157570;158650;156420;157190;485150;
30.01.2020;157350;158300;154570;154860;562125;
31.01.2020;154800;157920;152050;152110;663733;
03.02.2020;152040;153490;151030;152880;617985;
04.02.2020;152820;155300;151320;155000;494804;
05.02.2020;155090;158330;153890;156250;694799;
06.02.2020;156240;158250;153490;153970;556070;
07.02.2020;154120;155000;150660;152100;593576;
10.02.2020;152130;153290;149560;150590;601270;
11.02.2020;150690;157390;149850;154340;560516;
12.02.2020;154350;155930;153500;155590;448040;
13.02.2020;155610;156260;153060;154150;476858;
14.02.2020;154310;155250;152830;153880;449441;
17.02.2020;153800;154930;152860;154450;295440;
18.02.2020;154510;154890;151000;151900;454180;
19.02.2020;151980;154690;151350;154450;420815;
20.02.2020;154500;155390;153660;153920;422001;
21.02.2020;153800;153810;151510;152800;502130;
25.02.2020;152720;153840;144640;144990;720497;
26.02.2020;144860;146830;141880;146800;945545;
27.02.2020;146700;146700;138220;138740;975318;
28.02.2020;138930;141470;127940;129900;1241279;
02.03.2020;129920;136830;127300;130780;1117430;
03.03.2020;131000;136260;130100;135660;946293;
04.03.2020;135740;136330;129360;134650;955216;
05.03.2020;134350;136380;131710;132100;759278;
06.03.2020;132130;133050;123500;126010;1090029;
10.03.2020;126000;126150;107000;109290;1113932;
11.03.2020;109000;114430;107450;108600;888449;
12.03.2020;108650;109840;95270;96990;1166974;
13.03.2020;96850;105830;91840;99200;1144264;
16.03.2020;100000;107980;91050;96610;989989;
17.03.2020;96170;98580;90650;94150;1094319;
18.03.2020;94100;96640;82580;83700;946217;
19.03.2020;83330;89700;78870;85210;413936;
20.03.2020;86530;95520;84710;90090;1063887;
23.03.2020;89620;90940;80800;85940;1018602;
24.03.2020;86420;95440;85820;94400;834199;
25.03.2020;94300;100470;91630;95540;1121247;
26.03.2020;95800;99850;93370;99340;957035;
27.03.2020;99220;100280;91940;93420;815478;
30.03.2020;93310;95550;88900;93710;774170;
31.03.2020;93730;99470;93060;99100;784631;
01.04.2020;99150;99190;93800;96400;704566;
02.04.2020;96460;103170;94810;102270;857351;
03.04.2020;102350;106410;100570;103850;802816;
06.04.2020;103800;108800;102950;107750;561345;
07.04.2020;107840;113300;107670;109100;600315;
08.04.2020;109230;110630;106760;110420;603427;
09.04.2020;110500;116400;109100;114910;890975;
10.04.2020;114860;115260;110260;113680;375437;
13.04.2020;113710;114260;110850;111910;369255;
14.04.2020;111970;114520;111700;112300;472931;
15.04.2020;112300;112650;103520;103910;651599;
16.04.2020;104050;108040;102690;105930;828865;
17.04.2020;105800;108890;104460;107120;573013;
20.04.2020;107120;108280;104610;106170;487872;
21.04.2020;106190;106580;97870;100580;990209;
22.04.2020;100700;106440;99410;105820;792505;
23.04.2020;105760;110130;105290;109120;666247;
24.04.2020;109250;109340;106090;107170;676532;
27.04.2020;107100;108960;106900;107440;426737;
28.04.2020;107650;111900;106940;109890;653797;
29.04.2020;109880;113960;108690;113310;518711;
30.04.2020;113460;116120;111020;111580;633011;
04.05.2020;111490;111750;106880;109100;533998;
05.05.2020;109300;112720;108460;112600;467564;
06.05.2020;112730;113280;109300;110030;552291;
07.05.2020;110170;112970;109740;111870;510474;
08.05.2020;111800;113180;109640;113070;401116;
12.05.2020;113160;113660;111230;112840;426811;
13.05.2020;113060;113240;109980;110060;573049;
14.05.2020;110000;110330;107610;109320;710551;
15.05.2020;109300;112680;109160;110210;658320;
18.05.2020;110250;115900;110100;115720;564015;
19.05.2020;115890;117530;115170;116830;591761;
20.05.2020;116800;121800;115720;121580;670149;
21.05.2020;121530;123500;118200;119600;825745;
22.05.2020;119750;120280;116760;118130;645425;
25.05.2020;118170;120700;117930;120670;281485;
26.05.2020;120700;123890;120440;121720;508820;
27.05.2020;121680;122980;118910;120000;690732;
28.05.2020;120100;123510;120100;123340;693306;
29.05.2020;123350;124850;120410;121430;700345;
01.06.2020;121500;124980;120520;124480;693216;
02.06.2020;124550;128000;124390;126920;596931;
03.06.2020;126890;129740;126650;129590;639710;
04.06.2020;129500;130450;124660;124970;770183;
05.06.2020;124860;128740;123960;128310;627776;
08.06.2020;128230;130270;127120;128110;577094;
09.06.2020;128040;129530;125810;127890;587580;
10.06.2020;127990;128750;126090;127550;609985;
11.06.2020;127660;128930;123140;123380;820119;
15.06.2020;123300;123300;118200;121910;921426;
16.06.2020;121950;126400;121740;124220;783499;
17.06.2020;124260;125740;123100;123340;652254;
18.06.2020;123410;124290;122030;122690;209437;
19.06.2020;120740;123650;119990;122070;516576;
22.06.2020;122100;123320;120180;123060;648834;
23.06.2020;123090;125850;123030;125630;496891;
25.06.2020;125580;125580;120780;123060;649664;
26.06.2020;123270;124490;121020;121940;540996;
29.06.2020;121840;122450;120270;121600;590209;
30.06.2020;121510;122540;119010;119230;562311;
02.07.2020;119280;122670;118610;122180;558475;
03.07.2020;122090;122840;120470;121150;402870;
06.07.2020;121170;124280;121080;122200;495478;
07.07.2020;122170;122940;120470;122410;523013;
08.07.2020;122460;122800;121310;122340;528410;
09.07.2020;122310;123880;121350;121360;574051;
10.07.2020;121450;123260;120690;123220;550338;
13.07.2020;123250;126940;121810;122220;508797;
14.07.2020;122240;122390;118210;120400;772170;
15.07.2020;120400;122760;119970;121730;585903;
16.07.2020;121540;122440;120590;121730;495554;
17.07.2020;121700;121920;120820;121380;376744;
20.07.2020;121420;123640;120430;123580;422355;
21.07.2020;123480;126730;123340;126050;482299;
22.07.2020;125960;126590;124850;125320;477152;
23.07.2020;125350;127420;125100;125990;501810;
24.07.2020;125930;126060;124080;125470;537673;
27.07.2020;125450;127650;125150;126630;456351;
28.07.2020;126610;127750;124810;125660;466570;
29.07.2020;125600;127030;124990;126640;360178;
30.07.2020;126650;127010;122470;123260;581326;
31.07.2020;123240;124920;123030;123140;464824;
03.08.2020;123080;125940;122600;125810;397875;
04.08.2020;125760;126850;124500;125910;438259;
05.08.2020;125900;129830;125690;129600;541443;
06.08.2020;129550;129920;127770;127920;494770;
07.08.2020;127930;129030;126610;127200;459533;
10.08.2020;127150;128070;126670;126930;388116;
11.08.2020;127030;130240;126870;129880;504028;
12.08.2020;129780;130570;128230;130410;547565;
13.08.2020;130450;132490;130260;132330;540798;
14.08.2020;132490;132830;130580;132340;467485;
17.08.2020;132410;133670;130020;130760;559964;
18.08.2020;130830;132320;130210;131210;449565;
19.08.2020;131120;132170;130620;131790;376562;
20.08.2020;131950;131970;127300;127360;575658;
21.08.2020;127490;129090;125060;126030;709642;
24.08.2020;126180;128750;126070;128150;426240;
25.08.2020;128080;129000;126520;126740;488068;
26.08.2020;126710;127380;125560;127190;530359;
27.08.2020;127130;127960;125770;126490;594385;
28.08.2020;126300;127390;125340;126550;452771;
31.08.2020;126590;128640;125510;125720;497520;
01.09.2020;125520;128240;125350;127530;550908;
02.09.2020;127510;128200;122770;123100;689598;
03.09.2020;123100;124180;121570;122290;753423;
04.09.2020;122350;123730;121520;122260;694271;
07.09.2020;122360;123390;120970;122080;528605;
08.09.2020;122160;122770;118310;119020;688399;
09.09.2020;119110;120700;118690;120440;563163;
10.09.2020;120460;122000;119100;121610;603756;
11.09.2020;121530;122630;120390;122290;543156;
14.09.2020;122390;124000;121810;122710;373362;
15.09.2020;122660;125500;122450;125230;432865;
16.09.2020;125200;125940;124350;125210;462104;
17.09.2020;125330;125660;123150;124080;181918;
18.09.2020;122710;123500;120860;121040;476564;
21.09.2020;121100;121360;115840;116350;774452;
22.09.2020;116440;119140;116400;117580;666418;
23.09.2020;117690;120480;117580;117710;744808;
24.09.2020;117630;118610;115310;117190;903676;
25.09.2020;117440;117760;114230;114690;811641;
28.09.2020;114650;116130;114450;115140;550354;
29.09.2020;115000;115650;112080;114240;788585;
30.09.2020;114170;116800;113560;116400;673619;
01.10.2020;116450;117880;115270;115540;657164;
02.10.2020;115570;115950;112870;114470;689469;
05.10.2020;114410;115820;113850;115450;519487;
06.10.2020;115450;117250;115260;116380;542929;
07.10.2020;116310;116850;113550;114040;734277;
08.10.2020;114070;115480;113790;115190;531754;
09.10.2020;115210;116460;114510;116080;515113;
12.10.2020;116100;116840;115350;115950;455785;
13.10.2020;115960;116790;114760;115270;508266;
14.10.2020;115320;116240;114850;115750;500300;
15.10.2020;115680;115680;112580;112830;567141;
16.10.2020;112690;113730;111800;113010;614723;
19.10.2020;113080;113560;112610;113180;426180;
20.10.2020;113150;114210;112120;113990;555115;
21.10.2020;114000;114950;113360;114330;587720;
22.10.2020;114320;115320;113550;114950;542150;
23.10.2020;114970;116420;114600;116060;507968;
26.10.2020;116090;116740;114830;115030;494028;
27.10.2020;115080;115230;112320;112680;593278;
28.10.2020;112770;112870;106710;107830;958377;
29.10.2020;107820;109040;105900;107640;1035439;
30.10.2020;107640;108840;105170;106410;762854;
02.11.2020;106500;107300;103610;106620;658170;
03.11.2020;106670;110800;106660;110680;576296;
05.11.2020;110690;117060;110050;116850;677116;
06.11.2020;116890;117530;114840;117200;745026;
09.11.2020;117190;124050;116960;123310;1096475;
10.11.2020;123430;123950;121060;122840;827664;
11.11.2020;122990;125330;122620;122930;634773;
12.11.2020;123000;123910;121440;123740;679894;
13.11.2020;123700;123700;121630;122580;496976;
16.11.2020;122430;126640;122410;126440;630675;
17.11.2020;126470;127700;124460;125650;638596;
18.11.2020;125680;128040;125160;127450;548247;
19.11.2020;127750;127950;124890;125740;612947;
20.11.2020;125690;126630;125300;126010;425335;
23.11.2020;125990;128540;125210;125550;527837;
24.11.2020;125500;128850;125050;128700;597035;
25.11.2020;128660;130680;128370;129970;718093;
26.11.2020;129900;131430;129620;130320;491794;
27.11.2020;130390;130550;128850;130210;467954;
30.11.2020;130110;130680;127770;127880;554255;
01.12.2020;127840;131100;126820;130770;645393;
02.12.2020;130860;133200;130280;133170;591904;
03.12.2020;133120;133840;131900;133740;607889;
04.12.2020;133620;135680;133050;135540;560618;
07.12.2020;135410;136580;133870;136470;529177;
08.12.2020;136590;137350;135060;136080;622121;
09.12.2020;136210;137920;135870;136970;544262;
10.12.2020;136950;140280;135360;140140;743678;
11.12.2020;140060;141050;139180;140760;675585;
14.12.2020;140750;142960;139460;139770;610093;
15.12.2020;139530;140640;138280;138800;626757;
16.12.2020;138850;140560;138560;139810;467388;
17.12.2020;139990;143210;139320;143130;167405;
18.12.2020;141390;141820;138110;139580;576835;
21.12.2020;139660;139830;132180;133330;808977;
22.12.2020;133230;135540;132300;134930;634361;
23.12.2020;134800;136560;133370;136410;519486;
24.12.2020;136490;137370;135710;137220;404524;
25.12.2020;137330;138090;136870;137700;157948;
28.12.2020;137690;139490;137550;139050;271388;
29.12.2020;139100;140540;138900;139580;298605;
30.12.2020;139520;140390;138250;138540;332905;
04.01.2021;138650;143940;138650;142270;386108;
05.01.2021;142050;142950;138450;142200;642895;
06.01.2021;142330;144630;142300;143350;551598;
08.01.2021;143390;148280;142610;146880;563967;
11.01.2021;147020;148870;144830;146790;662570;
12.01.2021;147070;149700;146550;148520;579185;
13.01.2021;148600;150380;147190;148300;612517;
14.01.2021;148330;150670;146440;149970;660845;
15.01.2021;150030;150850;146810;147250;699505;
18.01.2021;147300;148030;145500;147290;500896;
19.01.2021;147410;149290;146370;146950;462003;
20.01.2021;147070;149460;146580;148690;469594;
21.01.2021;148620;149960;144910;146280;692181;
22.01.2021;146070;146350;141270;142210;719065;
25.01.2021;142150;144420;140810;141430;718290;
26.01.2021;141300;142720;140120;142200;714696;
27.01.2021;142150;143190;138250;139400;739558;
28.01.2021;139400;139940;136460;138330;862227;
29.01.2021;138400;139440;136040;136730;743512;
01.02.2021;136870;137920;135270;136600;686987;
02.02.2021;136550;140680;135900;139900;618101;
03.02.2021;139970;140390;137570;138830;732719;
04.02.2021;138900;141350;138300;140140;583566;
05.02.2021;140180;143210;140050;143070;542327;
08.02.2021;143090;146380;142950;146320;430836;
09.02.2021;146200;147630;145450;145850;512656;
10.02.2021;145800;147180;144300;144310;557468;
11.02.2021;144380;146250;144380;146000;518933;
12.02.2021;145920;146160;141940;146120;809320;
15.02.2021;146120;149870;146000;149640;548704;
16.02.2021;149660;151200;148150;149500;595510;
17.02.2021;149400;149950;145620;146190;701069;
18.02.2021;146160;148000;144200;144790;790892;
19.02.2021;144900;147470;143940;147410;672781;
20.02.2021;147440;147660;146040;146740;176767;
22.02.2021;146510;147550;143330;145670;476349;
24.02.2021;145550;146940;144360;144820;594116;
25.02.2021;144700;147130;144230;145310;679553;
26.02.2021;145200;145200;140080;140900;1036749;
01.03.2021;140990;144650;140460;144250;679505;
02.03.2021;144300;145930;142470;145250;690857;
03.03.2021;145300;147890;144810;145360;657041;
04.03.2021;145480;146410;143540;145840;728284;
05.03.2021;145900;147350;141090;144730;1172141;
09.03.2021;144990;148980;143770;148510;707450;
10.03.2021;148480;149810;147210;147710;693321;
11.03.2021;147750;150440;147350;150320;573062;
12.03.2021;150450;152080;150050;151810;560528;
15.03.2021;151840;155160;151740;154360;574578;
16.03.2021;154490;155920;153150;155080;613236;
17.03.2021;155240;155510;149080;149610;715884;
18.03.2021;149470;152260;148740;150060;246914;
19.03.2021;146850;147100;143500;145600;910909;
22.03.2021;145460;145950;143740;144470;575273;
23.03.2021;144410;144890;140270;141490;765855;
24.03.2021;141350;142490;139340;141940;698764;
25.03.2021;141970;142850;139210;139800;730179;
26.03.2021;139970;143600;139970;143090;607293;
29.03.2021;143140;144880;142320;144500;571334;
30.03.2021;144590;145800;143130;143890;600868;
31.03.2021;143700;146250;143410;145760;470173;
01.04.2021;145750;146970;143390;143600;671198;
02.04.2021;143660;145300;143440;144980;337026;
05.04.2021;144830;145000;142400;143740;419506;
06.04.2021;143600;144320;140110;140520;663993;
07.04.2021;140460;141570;138040;140720;730781;
08.04.2021;140750;142450;140120;141730;572327;
09.04.2021;141690;142000;139130;139440;475736;
12.04.2021;139480;142120;137730;140970;699816;
13.04.2021;141000;144300;140710;143870;596821;
14.04.2021;143800;146430;143520;146250;611485;
15.04.2021;146100;146490;141110;144660;844280;
16.04.2021;144700;147260;144140;147160;534898;
19.04.2021;147060;147240;144610;144780;493248;
20.04.2021;144780;146370;142310;142530;666334;
21.04.2021;142660;144530;142140;144140;615257;
22.04.2021;144120;147770;143860;147710;625664;
23.04.2021;147750;149090;146760;148370;549726;
26.04.2021;148380;149660;148000;149500;427498;
27.04.2021;149500;149900;147900;148850;522207;
28.04.2021;148800;149260;147240;148480;540794;
29.04.2021;148380;150570;147530;148030;599270;
30.04.2021;148000;148740;145610;145960;561718;
04.05.2021;145950;148530;145720;147770;489888;
05.05.2021;147710;151180;147360;151170;448689;
06.05.2021;151050;153040;150310;152830;441814;
07.05.2021;152840;155410;152640;155370;447702;
10.05.2021;155400;156080;154090;154630;347504;
11.05.2021;154690;154960;152850;154330;519959;
12.05.2021;154410;155470;153120;153490;555424;
13.05.2021;153440;154700;151280;154080;666020;
14.05.2021;153950;155070;153540;153690;490815;
17.05.2021;153640;155270;152800;154400;464979;
18.05.2021;154310;157310;154110;156530;439620;
19.05.2021;156580;157630;153520;154440;646356;
20.05.2021;154500;155620;153010;154830;562076;
21.05.2021;154820;156540;153810;155830;513691;
24.05.2021;155720;156350;154690;156080;416210;
25.05.2021;156010;157440;155750;157080;379024;
26.05.2021;157070;158330;156820;158220;432821;
27.05.2021;158160;159600;157370;159530;435783;
28.05.2021;159460;160090;158530;159750;424636;
31.05.2021;159820;160200;159210;159430;237169;
01.06.2021;159320;162100;159320;161030;459828;
02.06.2021;161100;163960;160680;163880;457565;
03.06.2021;163900;165890;162210;163310;652969;
04.06.2021;163210;164910;161700;164730;536927;
07.06.2021;164690;165460;163480;165150;428978;
08.06.2021;165250;165930;164270;165640;506868;
09.06.2021;165650;167710;165520;167250;428453;
10.06.2021;167290;168590;166550;167770;510291;
11.06.2021;167870;169140;167110;167570;406877;
14.06.2021;167520;168800;167030;168710;334370;
15.06.2021;168710;169490;166110;166300;536064;
16.06.2021;166220;168200;166140;168040;451352;
17.06.2021;168050;168560;164700;166160;258543;
18.06.2021;163280;163320;161200;161730;596262;
21.06.2021;161750;162170;159750;161270;499678;
22.06.2021;161330;162350;160780;161710;390117;
23.06.2021;161700;164280;161610;163580;485323;
24.06.2021;163560;164460;162650;163350;448929;
25.06.2021;163320;164490;162940;164360;336758;
28.06.2021;164310;165280;163850;164150;340878;
29.06.2021;164150;164310;160730;160900;506783;
30.06.2021;160800;163490;160210;162620;668816;
01.07.2021;162600;164850;162480;163000;508286;
02.07.2021;163030;164500;162170;164070;533122;
05.07.2021;164080;164580;163630;164200;300709;
06.07.2021;164220;166240;161680;162650;548080;
07.07.2021;162550;164280;161250;161990;611314;
08.07.2021;161990;162660;158880;160830;686262;
09.07.2021;160890;162540;160320;161720;433680;
12.07.2021;161700;162640;160360;162510;425121;
13.07.2021;162510;163680;161260;163150;495136;
14.07.2021;163180;163550;161520;161610;531799;
15.07.2021;161700;162250;160050;160750;581415;
16.07.2021;160650;161370;158480;159310;557062;
19.07.2021;159350;159800;154870;155420;636164;
20.07.2021;155420;156930;154670;156440;591529;
21.07.2021;156440;158230;155930;158090;518057;
22.07.2021;158150;160000;158040;159500;488814;
23.07.2021;159560;160440;158490;158840;432881;
26.07.2021;158820;159960;156650;159840;524048;
27.07.2021;159840;160730;158590;158740;485666;
28.07.2021;158700;160930;158650;160850;453181;
29.07.2021;160910;163400;159860;163350;482353;
30.07.2021;163380;163540;161410;162260;508942;
02.08.2021;162300;163860;161740;162790;416593;
03.08.2021;162720;163460;161640;162920;458666;
04.08.2021;162950;164710;162810;163000;520510;
05.08.2021;163050;164830;162700;164750;389810;
06.08.2021;164680;164940;162220;162510;466255;
09.08.2021;162540;164250;161610;163490;438543;
10.08.2021;163510;164710;163090;163910;403426;
11.08.2021;163910;165450;163120;164770;440798;
